id_complaint,description,status,complaint_sk,id_beneficiary,id_provider
2221,Thus similar type defense ago quite. Herself trial after good.,closed,2268,2426,579
2222,Score worry wait none leg product heart recognize. Wish by girl next sort reality.,open,2269,1649,407
2223,Yes hour blue color key director. Skin fight theory treatment.,open,2270,453,700
2224,Owner Democrat another official between.,open,2271,2707,186
2225,Tax himself you chair along. Once direction of subject ground. From once land media.,closed,2272,4529,57
2226,Offer seven blue kitchen population. You skill move often scene.,open,2273,97,69
2227,Coach whole free standard attention someone oil. Avoid three wear respond.,closed,2274,4081,1
2228,Worker current somebody one evidence audience war research.,open,2275,1556,66
2229,Allow appear word quickly health ask five. There go eye set decision eight information.,closed,2276,1126,648
2230,Race increase blood per. Finally center floor staff glass already simply.,closed,2277,1155,285
2231,"Road door record this.
Risk score my political family candidate.",closed,2278,2553,292
2232,"Until degree fly. Memory apply board.
Difference television state quite. Shake second teacher.",closed,2279,1313,609
2233,Suggest politics time away industry guess. Whole cultural want fast.,closed,2280,1681,310
2234,Offer accept prepare sense somebody.,closed,2281,3474,639
2235,"Through miss those big character.
Save right turn food since hospital cut.",closed,2282,873,641
2236,More soon heart month forget energy number. Process owner with much raise involve.,open,2283,2807,232
2237,Himself executive prevent blood full end place. Foreign same may know half born.,open,2284,2962,312
2238,Face his enter on during. Call day talk series plan sing need. Deep think move culture.,closed,2285,360,63
2239,News loss goal despite. Leave information bit growth. Down style yes room couple such.,open,2286,2093,553
2240,Response head which agreement conference. Model assume thought various few.,open,2287,318,501
2241,Together truth skill.,open,2288,364,476
2242,Girl seek daughter smile. Structure area but safe black. Word beat thing.,closed,2289,2036,388
2243,Opportunity treat myself her more college. Simply military knowledge.,closed,2290,4999,688
2244,"Wonder difference yet themselves.
Provide order toward source. Really whose most hold.",open,2291,259,141
2245,Order fall close against when. Control fill product approach challenge.,open,2292,4378,56
2246,Concern while short walk rest compare usually. Moment attorney worry country nice new shake.,closed,2293,2239,413
2247,Increase check draw really campaign. Radio short civil kid. Writer spring five run.,closed,2294,4016,160
2248,Eye fear certain politics sit board. Edge miss certain even newspaper. Maintain only now.,open,2295,4735,22
2249,Professional reflect ten back enough. Movement professional dinner that management wife.,closed,2296,369,736
2250,Development first goal do film. General radio reach safe.,open,2297,2170,81
2251,Nation consider hundred site age talk. Bar figure thank.,closed,2298,3690,423
2252,Nothing certain federal sea. Low them few case. Fear team science walk.,closed,2299,2826,207
2253,Can cause as girl around hotel. Sign newspaper environment only full Democrat.,closed,2300,3573,131
2254,Population likely most. Source which door guy against.,open,2301,3892,554
2255,Else bag bag serve letter. Newspaper cut behavior dark off.,open,2302,4623,480
2256,Government pay fly both standard piece enjoy.,open,2303,3380,637
2257,Local real statement try improve. Article be wonder market drop itself.,open,2304,2979,241
2258,Similar care speech turn hit itself through. Human set authority left herself.,open,2305,4010,292
2259,Certain show leg stop break moment. Class feeling question think tough country.,open,2306,1191,440
2260,Realize else fire draw morning personal.,open,2307,3017,776
2261,Heavy what single article. End stand mission develop continue with marriage.,open,2308,4692,741
2262,Easy race opportunity reflect find picture avoid. Unit stage woman.,open,2309,4436,776
2263,Might civil treatment. Perform less research seven top name. Common drug save report team.,closed,2310,2557,556
2264,Create hope since boy step west. Couple particular me. Theory get imagine so American bar include.,closed,2311,1428,29
2265,"Degree medical simple total follow attorney. Phone same stuff house scene.
Pattern bed bit.",open,2312,2522,524
2266,Push catch consider. Have floor no pay think. Nature card nor house worker over space inside.,open,2313,1106,462
2267,"Close course produce rock surface.
Stock economy environmental admit.",open,2314,2430,287
2268,Near almost executive long early. Material animal moment most speech wait throughout.,closed,2315,3468,657
2269,How player away people their view reveal respond. Dark collection early establish dinner by trial.,closed,2316,2265,331
2270,Police five space day nice fear if another.,closed,2317,1374,439
2271,Together red with.,open,2318,52,148
2272,Model see assume than subject. Building federal to near government.,open,2319,2999,569
2273,Heart wait work white pull. Others even sense short.,closed,2320,3000,754
2274,Then prepare road position thus edge after such. Rise simply check represent measure none.,open,2321,1557,619
2275,Religious treat entire. Use firm here successful instead.,closed,2322,4748,560
2276,At parent already similar blue rock. Cultural training room report year hope.,closed,2323,4795,409
2277,Or radio local. Again certain page training community one.,open,2324,1025,594
2278,Because agreement she kitchen card former never. Key call yourself.,closed,2325,2505,253
2279,Develop fine travel decade community husband investment.,closed,2326,4272,27
2280,Gas control research set herself thought. Magazine others old home item fine.,open,2327,4096,238
2281,Political up learn eat future glass race.,open,2328,4454,590
2282,Ahead central red speak five fight rock. Ago smile data few to couple future.,closed,2329,2313,739
2283,Yes film want season. Born side similar other. Inside half outside nearly remain hotel.,open,2330,2200,270
2284,Young other cold maintain. Response size happy gun middle. Bed each stock nor.,open,2331,3232,656
2285,President ability indeed forget experience member. Send dog hotel upon they drive again.,closed,2332,536,295
2286,Break three lose out especially price tonight. Get present my pull sure north edge wait.,open,2333,1983,554
2287,Risk film mean consumer fly beautiful their several. Draw south wife pressure apply.,closed,2334,3061,551
2288,Positive experience effect too bill different.,closed,2335,4461,644
2289,Player really cup. Child assume court including democratic.,closed,2336,4624,323
2290,Order commercial bring drop focus. Director necessary until. Chance also store all laugh.,closed,2337,4674,9
2291,Mouth security care recognize lay. Food fight place up place consumer good.,closed,2338,4827,193
2292,Leave base environment he avoid. Door memory gas other cold next most.,closed,2339,3148,250
2293,Would how year pull stuff group any. Pull artist let be involve certain report.,open,2340,2181,626
2294,Opportunity late reality only plan. Your game pass happen me key far.,open,2341,2305,71
2295,Really never prove. Model impact language large old personal response.,open,2342,2477,582
2296,Grow morning while international less between. Expect option believe no consider position left.,closed,2343,4320,644
